1,1,0.018884,41
1,1,0.018941,41
1,1,0.018274,41
1,1,0.019352,41
1,1,0.018881,41
1,1,0.018958,41
1,1,0.018207,41
1,1,0.019879,41
1,1,0.018022,41
1,1,0.018545,41
1,1,0.019655,41
1,1,0.019393,41
1,1,0.019729,41
1,1,0.018992,41
1,1,0.019763,41
1,1,0.019257,41
1,1,0.019603,41
1,1,0.019731,41
1,1,0.018685,41
1,1,0.018566,41
1,1,0.017751,41
1,1,0.018345,41
1,1,0.017845,41
1,1,0.018586,41
1,1,0.018116,41
1,1,0.017857,41
1,1,0.018516,41
1,1,0.018277,41
1,1,0.018312,41
1,1,0.018035,41
1,1,0.018627,41
1,1,0.018913,41
1,1,0.017619,41
1,1,0.018371,41
1,1,0.018643,41
1,1,0.018385,41
1,1,0.01833,41
1,1,0.018805,41
1,1,0.017645,41
1,1,0.018071,41
1,1,0.019329,41
1,1,0.019014,41
1,1,0.019379,41
1,1,0.02026,41
1,1,0.019427,41
1,1,0.019109,41
1,1,0.020678,41
1,1,0.019303,41
1,1,0.017588,41
1,1,0.019389,41
1,1,0.019525,41
1,1,0.019271,41
1,1,0.019266,41
1,1,0.019214,41
1,1,0.019398,41
1,1,0.021185,41
1,1,0.018639,41
1,1,0.018994,41
1,1,0.019544,41
1,1,0.01926,41
1,1,0.019638,41
1,1,0.019884,41
1,1,0.019212,41
1,1,0.020225,41
1,1,0.020277,41
1,1,0.02031,41
1,1,0.01988,41
1,1,0.019143,41
1,1,0.020239,41
1,1,0.01942,41
1,1,0.020208,41
1,1,0.020559,41
1,1,0.019978,41
1,1,0.020659,41
1,1,0.019935,41
1,1,0.019641,41
1,1,0.018987,41
1,1,0.019924,41
1,1,0.020073,41
1,1,0.019076,41
2,2,0.036325,82
2,2,0.036466,82
2,2,0.037248,82
2,2,0.037744,45
2,2,0.037702,82
2,2,0.037273,82
2,2,0.039801,82
2,2,0.039717,82
2,2,0.038126,82
2,2,0.037865,82
2,2,0.036332,82
2,2,0.037733,82
2,2,0.039125,82
2,2,0.036462,82
2,2,0.03728,82
2,2,0.03689,82
2,2,0.038256,82
2,2,0.03634,82
2,2,0.035314,82
2,2,0.037409,82
2,2,0.033616,82
2,2,0.033201,82
2,2,0.034007,82
2,2,0.032668,82
2,2,0.033855,82
2,2,0.031689,82
2,2,0.034665,82
2,2,0.033669,82
2,2,0.033145,82
2,2,0.036845,82
2,2,0.033325,82
2,2,0.032775,82
2,2,0.032812,82
2,2,0.032665,82
2,2,0.032919,82
2,2,0.033497,82
2,2,0.032312,82
2,2,0.031964,82
2,2,0.031856,82
2,2,0.032191,82
2,2,0.044271,62
2,2,0.041151,82
2,2,0.040523,82
2,2,0.043146,65
2,2,0.04199,66
2,2,0.041932,82
2,2,0.043731,68
2,2,0.044372,82
2,2,0.041507,82
2,2,0.043724,71
2,2,0.043588,82
2,2,0.042874,82
2,2,0.043356,82
2,2,0.042362,82
2,2,0.042813,76
2,2,0.044389,77
2,2,0.042083,82
2,2,0.041363,79
2,2,0.042367,82
2,2,0.044494,81
2,2,0.023706,82
2,2,0.023876,82
2,2,0.024503,82
2,2,0.024946,82
2,2,0.023471,82
2,2,0.023016,82
2,2,0.023532,82
2,2,0.023962,82
2,2,0.023927,82
2,2,0.023595,82
2,2,0.022768,82
2,2,0.023955,82
2,2,0.023527,82
2,2,0.025279,82
2,2,0.024372,82
2,2,0.023343,82
2,2,0.023967,82
2,2,0.025293,82
2,2,0.023382,82
2,2,0.023133,82
3,3,0.078518,123
3,3,0.074323,123
3,3,0.075556,123
3,3,0.075125,123
3,3,0.075432,123
3,3,0.074243,123
3,3,0.073028,123
3,3,0.0725,123
3,3,0.078113,123
3,3,0.074396,123
3,3,0.077861,123
3,3,0.074504,123
3,3,0.07705,123
3,3,0.077368,123
3,3,0.078436,123
3,3,0.077495,123
3,3,0.078117,123
3,3,0.071704,123
3,3,0.074913,123
3,3,0.074137,123
3,3,0.070221,123
3,3,0.065569,123
3,3,0.064071,123
3,3,0.062655,123
3,3,0.06873,123
3,3,0.063522,123
3,3,0.063398,123
3,3,0.065798,123
3,3,0.064572,123
3,3,0.063858,123
3,3,0.065029,123
3,3,0.062119,123
3,3,0.066573,123
3,3,0.065933,123
3,3,0.064108,123
3,3,0.066539,98
3,3,0.064637,123
3,3,0.062908,123
3,3,0.062942,123
3,3,0.066871,123
3,3,0.072082,123
3,3,0.077806,123
3,3,0.068179,123
3,3,0.071409,123
3,3,0.069754,123
3,3,0.071058,123
3,3,0.068146,123
3,3,0.070872,123
3,3,0.071931,123
3,3,0.070733,123
3,3,0.07587,123
3,3,0.07192,123
3,3,0.072467,123
3,3,0.069313,123
3,3,0.071355,123
3,3,0.071005,123
3,3,0.073303,123
3,3,0.069693,123
3,3,0.071878,123
3,3,0.07401,123
3,3,0.049125,123
3,3,0.047614,123
3,3,0.048244,123
3,3,0.046559,123
3,3,0.048574,123
3,3,0.04666,123
3,3,0.048075,123
3,3,0.048419,123
3,3,0.050584,123
3,3,0.051148,123
3,3,0.04736,123
3,3,0.048382,123
3,3,0.047994,123
3,3,0.047864,123
3,3,0.048935,123
3,3,0.049049,123
3,3,0.049513,123
3,3,0.049081,123
3,3,0.046692,123
3,3,0.049853,123
4,4,0.11956,144
4,4,0.11869,164
4,4,0.12016,164
4,4,0.11915,164
4,4,0.11968,164
4,4,0.11961,164
4,4,0.11988,164
4,4,0.11805,164
4,4,0.12309,164
4,4,0.12415,164
4,4,0.11822,164
4,4,0.12286,155
4,4,0.12072,164
4,4,0.12307,164
4,4,0.12136,164
4,4,0.11704,159
4,4,0.11867,164
4,4,0.11894,161
4,4,0.12125,164
4,4,0.12007,164
4,4,0.16186,144
4,4,0.15718,164
4,4,0.1582,164
4,4,0.15832,164
4,4,0.16099,148
4,4,0.15828,164
4,4,0.15668,130
4,4,0.15793,164
4,4,0.16096,164
4,4,0.16222,133
4,4,0.15803,164
4,4,0.15973,155
4,4,0.15761,164
4,4,0.1608,164
4,4,0.15756,164
4,4,0.15688,159
4,4,0.1569,164
4,4,0.16125,161
4,4,0.15794,164
4,4,0.16111,164
4,4,0.096564,164
4,4,0.093762,164
4,4,0.09568,164
4,4,0.096083,164
4,4,0.094113,164
4,4,0.095325,164
4,4,0.095387,164
4,4,0.09411,164
4,4,0.093899,164
4,4,0.095095,164
4,4,0.092424,164
4,4,0.095158,164
4,4,0.096935,164
4,4,0.096276,164
4,4,0.09686,164
4,4,0.095654,164
4,4,0.095095,164
4,4,0.095019,164
4,4,0.09134,164
4,4,0.094662,164
4,4,0.15986,144
4,4,0.15353,164
4,4,0.15347,164
4,4,0.1552,147
4,4,0.15668,148
4,4,0.15181,149
4,4,0.1533,150
4,4,0.15586,151
4,4,0.15603,164
4,4,0.15738,153
4,4,0.15405,164
4,4,0.15441,155
4,4,0.15558,156
4,4,0.15973,157
4,4,0.15304,164
4,4,0.15908,159
4,4,0.15386,164
4,4,0.1584,161
4,4,0.15501,164
4,4,0.15318,163
